model,dataset,feature,layer,neuron,test_mcc,test_f1_score,test_precision,test_recall,coef
pythia-2.8b,ewt.pyth.512.-1,Gender_Masc,20,9495,0.9984944418685955,0.9990467111534795,1.0,0.9980952380952381,5.3297586
pythia-2.8b,compound_words.pyth.24.-1,prime-factors,1,3247,0.9986550999226772,0.9989118607181718,1.0,0.9978260869565218,8.069569
pythia-2.8b,ewt.pyth.512.-1,Gender_Neut,19,4765,0.9930047582392764,0.996544574982723,0.9944827586206897,0.9986149584487535,-5.2547746
pythia-2.8b,distribution_id.pyth.512.-1,uspto,17,3227,0.9946690568058195,0.9953488372093025,0.9968944099378882,0.9938080495356038,10.042044
pythia-2.8b,compound_words.pyth.24.-1,living-room,4,6737,0.9918465673980807,0.9933628318584071,0.9868131868131869,1.0,6.4259844
pythia-2.8b,ewt.pyth.512.-1,Gender_Fem,17,5820,0.990487351443806,0.9916434540389973,1.0,0.9834254143646409,4.53194
pythia-2.8b,compound_words.pyth.24.-1,social-media,5,1107,0.987785803297301,0.9904214559386973,0.9847619047619047,0.9961464354527938,5.8557606
pythia-2.8b,compound_words.pyth.24.-1,social-security,3,8199,0.9832833384995171,0.9866117404737383,0.9775510204081632,0.9958419958419958,6.2409496
pythia-2.8b,compound_words.pyth.24.-1,second-derivative,5,8905,0.9821605562823835,0.9858299595141702,0.9838383838383838,0.9878296146044625,12.588413
pythia-2.8b,ewt.pyth.512.-1,Person_2,19,2394,0.9795158959875735,0.9824561403508772,0.9770431588613406,0.9879294336118849,7.1690235
pythia-2.8b,ewt.pyth.512.-1,PronType_Art,1,9668,0.9683629483170957,0.9746293245469523,0.9603896103896103,0.9892976588628762,-44.95546
pythia-2.8b,compound_words.pyth.24.-1,mental-health,3,4521,0.9619323557051809,0.9693121693121693,0.9561586638830898,0.9828326180257511,5.0580335
pythia-2.8b,compound_words.pyth.24.-1,blood-pressure,3,6915,0.9615481205546845,0.9691542288557214,0.9437984496124031,0.9959100204498977,6.87574
pythia-2.8b,distribution_id.pyth.512.-1,freelaw,14,985,0.9564959539371265,0.964401294498382,0.9759825327510917,0.9530916844349681,24.517305
pythia-2.8b,distribution_id.pyth.512.-1,arxiv,28,2325,0.9534731504519602,0.9633699633699633,0.9795158286778398,0.9477477477477477,22.302853
