model,dataset,feature,layer,neuron,test_mcc,test_f1_score,test_precision,test_recall,coef
pythia-2.8b,natural_lang_id.pyth.512.-1,el,29,3228,1.0,1.0,1.0,1.0,16.821901
pythia-2.8b,natural_lang_id.pyth.512.-1,el,29,4653,1.0,1.0,1.0,1.0,36.94112
pythia-2.8b,natural_lang_id.pyth.512.-1,el,29,5403,1.0,1.0,1.0,1.0,24.239658
pythia-2.8b,natural_lang_id.pyth.512.-1,el,29,9941,1.0,1.0,1.0,1.0,14.948295
pythia-2.8b,natural_lang_id.pyth.512.-1,el,29,10105,1.0,1.0,1.0,1.0,6.721067
pythia-2.8b,natural_lang_id.pyth.512.-1,el,30,97,1.0,1.0,1.0,1.0,18.750385
pythia-2.8b,natural_lang_id.pyth.512.-1,el,30,282,1.0,1.0,1.0,1.0,26.62426
pythia-2.8b,natural_lang_id.pyth.512.-1,el,30,1884,1.0,1.0,1.0,1.0,17.157518
pythia-2.8b,natural_lang_id.pyth.512.-1,el,30,2891,1.0,1.0,1.0,1.0,4.8076005
pythia-2.8b,natural_lang_id.pyth.512.-1,el,31,371,1.0,1.0,1.0,1.0,17.419333
pythia-2.8b,natural_lang_id.pyth.512.-1,el,31,373,1.0,1.0,1.0,1.0,14.526848
pythia-2.8b,natural_lang_id.pyth.512.-1,el,31,1151,1.0,1.0,1.0,1.0,12.437172
pythia-2.8b,natural_lang_id.pyth.512.-1,el,31,1661,1.0,1.0,1.0,1.0,30.284672
pythia-2.8b,natural_lang_id.pyth.512.-1,el,31,1861,1.0,1.0,1.0,1.0,20.730762
pythia-2.8b,natural_lang_id.pyth.512.-1,el,7,645,1.0,1.0,1.0,1.0,30.304693
pythia-2.8b,natural_lang_id.pyth.512.-1,el,7,153,1.0,1.0,1.0,1.0,36.448017
pythia-2.8b,natural_lang_id.pyth.512.-1,el,6,7601,1.0,1.0,1.0,1.0,40.448982
pythia-2.8b,natural_lang_id.pyth.512.-1,el,1,8617,1.0,1.0,1.0,1.0,28.220303
pythia-2.8b,natural_lang_id.pyth.512.-1,el,1,781,1.0,1.0,1.0,1.0,-64.496346
pythia-2.8b,natural_lang_id.pyth.512.-1,el,1,890,1.0,1.0,1.0,1.0,48.098923
pythia-2.8b,natural_lang_id.pyth.512.-1,el,1,1634,1.0,1.0,1.0,1.0,51.688824
pythia-2.8b,natural_lang_id.pyth.512.-1,el,1,3616,1.0,1.0,1.0,1.0,-72.03499
pythia-2.8b,natural_lang_id.pyth.512.-1,el,1,5221,1.0,1.0,1.0,1.0,45.071404
pythia-2.8b,natural_lang_id.pyth.512.-1,el,1,6516,1.0,1.0,1.0,1.0,18.255234
pythia-2.8b,natural_lang_id.pyth.512.-1,el,1,6575,1.0,1.0,1.0,1.0,46.404564
pythia-2.8b,natural_lang_id.pyth.512.-1,el,1,6631,1.0,1.0,1.0,1.0,32.303185
pythia-2.8b,natural_lang_id.pyth.512.-1,el,1,6713,1.0,1.0,1.0,1.0,54.526775
pythia-2.8b,natural_lang_id.pyth.512.-1,el,1,9144,1.0,1.0,1.0,1.0,52.235832
pythia-2.8b,natural_lang_id.pyth.512.-1,el,3,447,1.0,1.0,1.0,1.0,33.27455
pythia-2.8b,natural_lang_id.pyth.512.-1,el,1,9350,1.0,1.0,1.0,1.0,42.898895
pythia-2.8b,natural_lang_id.pyth.512.-1,el,1,9365,1.0,1.0,1.0,1.0,63.270695
pythia-2.8b,natural_lang_id.pyth.512.-1,el,2,2861,1.0,1.0,1.0,1.0,27.122871
pythia-2.8b,natural_lang_id.pyth.512.-1,el,2,5007,1.0,1.0,1.0,1.0,33.35743
pythia-2.8b,natural_lang_id.pyth.512.-1,el,2,5453,1.0,1.0,1.0,1.0,35.437897
pythia-2.8b,natural_lang_id.pyth.512.-1,el,2,9231,1.0,1.0,1.0,1.0,40.382694
pythia-2.8b,natural_lang_id.pyth.512.-1,el,2,9290,1.0,1.0,1.0,1.0,45.898937
pythia-2.8b,natural_lang_id.pyth.512.-1,el,2,9710,1.0,1.0,1.0,1.0,46.263866
pythia-2.8b,natural_lang_id.pyth.512.-1,el,3,251,1.0,1.0,1.0,1.0,43.209557
pythia-2.8b,natural_lang_id.pyth.512.-1,el,0,9968,1.0,1.0,1.0,1.0,24.45363
pythia-2.8b,natural_lang_id.pyth.512.-1,el,0,9408,1.0,1.0,1.0,1.0,37.30283
pythia-2.8b,natural_lang_id.pyth.512.-1,el,0,9060,1.0,1.0,1.0,1.0,38.98717
pythia-2.8b,natural_lang_id.pyth.512.-1,el,0,8954,1.0,1.0,1.0,1.0,39.58132
pythia-2.8b,natural_lang_id.pyth.512.-1,el,0,2269,1.0,1.0,1.0,1.0,40.597095
pythia-2.8b,natural_lang_id.pyth.512.-1,el,0,2743,1.0,1.0,1.0,1.0,36.915066
pythia-2.8b,natural_lang_id.pyth.512.-1,el,0,2814,1.0,1.0,1.0,1.0,37.188232
pythia-2.8b,natural_lang_id.pyth.512.-1,el,0,3002,1.0,1.0,1.0,1.0,35.92323
pythia-2.8b,natural_lang_id.pyth.512.-1,el,0,3363,1.0,1.0,1.0,1.0,34.330086
pythia-2.8b,natural_lang_id.pyth.512.-1,el,0,3571,1.0,1.0,1.0,1.0,32.69708
pythia-2.8b,natural_lang_id.pyth.512.-1,el,0,3782,1.0,1.0,1.0,1.0,28.005861
pythia-2.8b,natural_lang_id.pyth.512.-1,el,0,4045,1.0,1.0,1.0,1.0,29.342592
pythia-2.8b,natural_lang_id.pyth.512.-1,el,0,4121,1.0,1.0,1.0,1.0,41.26156
pythia-2.8b,natural_lang_id.pyth.512.-1,el,0,4276,1.0,1.0,1.0,1.0,30.689846
