model,dataset,feature,layer,neuron,test_mcc,test_f1_score,test_precision,test_recall,coef
pythia-1.4b,ewt.pyth.512.-1,upos_AUX,9,4262,0.6824793794325588,0.749075215782984,0.7039397450753186,0.8003952569169961,4.1995773
pythia-1.4b,latex.pyth.1024.-1,is_author,8,802,0.6726971292049496,0.7470227354745579,0.785876993166287,0.7118294360385145,4.4874597
pythia-1.4b,text_features.pyth.256.10000,has_leading_space,1,1616,0.6073180766380673,0.7458300238284352,0.926949654491609,0.6239202657807309,5.521718
pythia-1.4b,ewt.pyth.512.-1,upos_SCONJ,14,1557,0.6894059501295348,0.7447787610619471,0.8098537336412626,0.6893840104849279,1.930321
pythia-1.4b,text_features.pyth.256.10000,leading_capital,4,5259,0.6845873468630319,0.7304015296367113,0.8488888888888889,0.6409395973154363,6.1919026
pythia-1.4b,text_features.pyth.256.10000,contains_capital,4,5259,0.6847480184849791,0.7298850574712643,0.8523489932885906,0.6381909547738693,6.2413225
pythia-1.4b,latex.pyth.1024.-1,is_abstract,12,4444,0.6382068525091809,0.7257123240645382,0.7443661971830986,0.7079705291359678,6.3461685
pythia-1.4b,latex.pyth.1024.-1,is_denominator,9,1689,0.6092066423245076,0.7249047013977129,0.6931956257594167,0.7596537949400799,4.778014
pythia-1.4b,distribution_id.pyth.512.-1,github,8,5230,0.6757943397956075,0.7163742690058479,0.6586021505376344,0.7852564102564102,23.869223
pythia-1.4b,latex.pyth.1024.-1,is_numerator,18,1505,0.6433331473447713,0.7135135135135134,0.8571428571428571,0.6111111111111112,4.688751
pythia-1.4b,ewt.pyth.512.-1,VerbForm_Fin,9,4262,0.6286028419746069,0.7069988137603795,0.6415500538213132,0.7873183619550859,4.6645384
pythia-1.4b,ewt.pyth.512.-1,upos_X,5,6063,0.6380744734637325,0.706296166021808,0.6867305061559508,0.7270094134685011,3.2981844
pythia-1.4b,ewt.pyth.512.-1,upos_ADV,14,6454,0.64661784833344,0.6977281478629188,0.8199095022624434,0.6072386058981233,2.940755
pythia-1.4b,text_features.pyth.256.10000,all_capitals,3,1765,0.626181571678886,0.688132474701012,0.7759336099585062,0.6181818181818182,5.8003864
pythia-1.4b,ewt.pyth.512.-1,upos_ADJ,6,6460,0.6531785149197996,0.68625050999592,0.8899470899470899,0.5584329349269588,3.2653112
