model,dataset,feature,layer,neuron,test_mcc,test_f1_score,test_precision,test_recall,coef
pythia-410m,compound_words.pyth.24.-1,prime-factors,11,3210,0.9986550999226772,0.9989118607181718,1.0,0.9978260869565218,7.40648
pythia-410m,ewt.pyth.512.-1,Gender_Masc,16,390,0.9924827587579131,0.9952153110047847,1.0,0.9904761904761905,6.0793934
pythia-410m,ewt.pyth.512.-1,Gender_Fem,10,557,0.9936632673754502,0.9944444444444445,1.0,0.988950276243094,8.807338
pythia-410m,compound_words.pyth.24.-1,social-media,2,2156,0.9878666837054594,0.9904580152671756,0.9810964083175804,1.0,6.8611054
pythia-410m,compound_words.pyth.24.-1,human-rights,3,2549,0.9877728677386001,0.9903846153846154,0.982824427480916,0.998062015503876,8.956613
pythia-410m,ewt.pyth.512.-1,Gender_Neut,1,3773,0.9804261613566444,0.9902642559109875,0.994413407821229,0.9861495844875346,-28.919243
pythia-410m,compound_words.pyth.24.-1,social-security,2,800,0.985865518377622,0.9886714727085479,0.9795918367346939,0.997920997920998,8.215513
pythia-410m,compound_words.pyth.24.-1,north-america,3,2437,0.9800947757592383,0.9838187702265372,0.9702127659574468,0.9978118161925602,10.175038
pythia-410m,text_features.pyth.256.10000,all_capitals,1,2244,0.9794307737413572,0.9835796387520526,0.9771615008156607,0.9900826446280991,15.019534
pythia-410m,compound_words.pyth.24.-1,blood-pressure,4,1500,0.9761396521592951,0.9809045226130654,0.9644268774703557,0.9979550102249489,7.8357363
pythia-410m,distribution_id.pyth.512.-1,uspto,5,41,0.9750881544393926,0.9782608695652175,0.9813084112149533,0.9752321981424149,19.372269
pythia-410m,distribution_id.pyth.512.-1,freelaw,12,2944,0.9727003109462424,0.9777777777777777,0.9705882352941176,0.9850746268656716,25.473894
pythia-410m,compound_words.pyth.24.-1,living-room,3,1711,0.9719798672765424,0.9770992366412213,0.9572649572649573,0.9977728285077951,6.924041
pythia-410m,compound_words.pyth.24.-1,side-effects,3,2872,0.9626179701854413,0.9694415173867229,0.9406952965235174,1.0,7.3357515
pythia-410m,ewt.pyth.512.-1,Person_1,9,1891,0.9591566873039662,0.9680026945099359,0.9560878243512974,0.980218281036835,6.090439
